"","priority","level","theme","module","indicator","index","type","name","label_english","label_french","hint_english","hint_french","calculation","required","relevant","constraint","default","repeat_count","constraint_message_english","constraint_message_french","appearance","choice_filter","parameters","dataset","function_to_compose","r_package"
"293","1 - if IPC AMN context","loop","Nutrition","Nutrition - core individual","% of sick children under-5 years of age by location healthcare was sought",193,"select_multiple l_nut_ind_under5_sick_location","nut_ind_under5_sick_location","If sick, where was treatment sought for child of age: ${nut_ind_age} and gender: ${nut_ind_gender}  ], if at all?","Si l'enfant d'âge: ${nut_ind_age} et de genre: ${nut_ind_gender} était malade, où a-t-il/elle été soigné.e, le cas échéant ?",NA,NA,NA,"TRUE","selected(${nut_ind_under5_sick_yn}, 'yes')","not((selected(., 'dnk') or selected(., 'pnta') or selected(., 'none')) and count-selected(.) > 1)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","1 - if IPC AMN context","loop","Nutrition","Nutrition - core individual","% of children 6-59 months of age who received Vitamin A supplementation in the last 6 months",194,"select_one l_yn_dnk_pnta","nut_ind_under5_vitamina","Has child of age: ${nut_ind_age} and gender: ${nut_ind_gender}  received any Vitamin A supplement in the last 6 months?","L'enfant d'âge: ${nut_ind_age} et de genre: ${nut_ind_gender} a-t-il/elle reçu un supplément de vitamine A au cours des six derniers mois ?","Show Vitamin A picture (red/blue supplements)","Montrer l'image de la vitamine A (suppléments rouges/bleus)",NA,"TRUE","${nut_ind_age_vitamina} = 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","1 - if IPC AMN context","loop","Nutrition","Nutrition - core individual","% of children 9-59 months of age who received deworking treament in the last 6 months",195,"select_one l_yn_dnk_pnta","nut_ind_under5_deworming","Has child of age: ${nut_ind_age} and gender: ${nut_ind_gender} received any deworming treatment in the last 6 months?","L'enfant d'âge: ${nut_ind_age} et de genre: ${nut_ind_gender} a-t-il/elle reçu un traitement vermifuge au cours des 6 derniers mois ?","Show deworming tablet pic (albendazole or mebandazole)","Montrer le comprimé de vermifuge (albendazole ou mébandazole)",NA,"TRUE","${nut_ind_age_deworming} = 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","1","loop",NA,NA,NA,NA,"end_repeat","nut_ind",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","1","loop","Protection",NA,NA,NA,"end_group","nutrition","Nutrition","Nutrition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","1","main","Protection",NA,NA,NA,"begin_group","protection","Protection","Protection",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","1","main","Protection","Perceived risk","% of households reporting at least one member of the household felt concerned about their safety or security in the last 3 months, by frequency and type of protection risk",476,"note","prot_concern_note","In the next couple of questions, we would like to understand how you perceive the security of you and the other members of the household.

In the past 3 months, how often, if ever, have you felt concerned about:","Dans les questions suivantes, nous aimerions savoir comment vous percevez votre sécurité et celle des autres membres du ménage.

Au cours des trois derniers mois, à quelle fréquence, le cas échéant, vous êtes-vous senti(e) inquiet(e) à propos des situations suivantes :",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","1","main","Protection","Perceived risk","% of households reporting at least one member of the household felt concerned about their safety or security in the last 3 months, by frequency and type of protection risk",477,"select_one l_prot_perceived_risk","prot_concern_freq_cope","Having any member of the household engaging in risky activities due to the economic needs of the household, which may be harmful to their well-being and safety","Qu'un membre du ménage s'engage dans des activités à risque en raison des besoins économiques du ménage, ce qui peut être dangereux pour le bien-être et la sécurité de la personne.","Examples are doing dangerous jobs, retiring children from school to work, among other examples.","Il peut s'agir, par exemple, d'effectuer des travaux dangereux, de retirer les enfants de l'école pour les mettre au travail, etc.",NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","1","main","Protection","Perceived risk","% of households reporting at least one member of the household felt concerned about their safety or security in the last 3 months, by frequency and type of protection risk",479,"select_one l_prot_perceived_risk","prot_concern_freq_displaced","Being forced to flee home to other areas of the countries or to other country other than this one","D'être contraint de fuir le domicile vers d'autres régions du pays ou vers un autre pays que le vôtre",NA,NA,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","1","main","Protection","Perceived risk","% of households reporting at least one member of the household felt concerned about their safety or security in the last 3 months, by frequency and type of protection risk",483,"note","prot_concern_hh_note","Over the past 3 months, how often, if ever, have you felt concerned about you or any household member affected by:","Au cours des trois derniers mois, à quelle fréquence, le cas échéant, vous êtes-vous senti(e) inquiet(e) pour vous-même ou pour un membre de votre ménage affecté par :",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","1","main","Protection","Perceived risk","% of households reporting at least one member of the household felt concerned about their safety or security in the last 3 months, by frequency and type of protection risk",484,"select_one l_prot_perceived_risk","prot_concern_hh_freq_violence","Any sort of violence and harassment, including physical, verbal and sexual violence","Toute forme de violence et de harcèlement, y compris la violence physique, verbale et sexuelle",NA,NA,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","1","main","Protection","Perceived risk","% of households reporting at least one member of the household felt concerned about their safety or security in the last 3 months, by frequency and type of protection risk",489,"select_one l_prot_perceived_risk","prot_concern_hh_freq_kidnapping","Kidnapping, detention, or abduction, either for exploitation or for any other purpose, including being recruited by armed or criminal groups against your will","Enlèvement, détention ou kidnapping, que ce soit à des fins d'exploitation ou à toute autre fin, y compris le recrutement par des groupes armés ou criminels contre votre volonté.",NA,NA,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","1","main","Protection","Perceived risk","% of households reporting at least one member of the household felt concerned about their safety or security in the last 3 months, by frequency and type of protection risk",491,"select_one l_prot_perceived_risk","prot_concern_hh_freq_discrimination","Persecution and discrimination, including the denial of the access to basic services due to any reason, such as nationality, ethnicity, religion, association with any social group, disability, age, or gender","Persécution et discrimination, y compris le refus d'accès aux services de base pour quelque raison que ce soit, comme la nationalité, l'appartenance ethnique, la religion, l'association à un groupe social, le handicap, l'âge ou le sexe.",NA,NA,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","1","main","Protection",NA,NA,NA,"end_group","protection","Protection","Protection",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","1","main","Protection",NA,NA,NA,"begin_group","child_protection","Child Protection","Protection de l'enfance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","1","main","Child Protection","Prevalence - Separated child","% of households with at least one child (<18) not residing in the household, by reason and average number of separated girls and boys",466,"select_one l_yn_dnk_pnta","prot_child_sep","Does your household have any child, son or daughter (below 18 years) not currently living in the household?","Votre ménage a-t-il un enfant, un fils ou une fille (de moins de 18 ans) qui ne vit pas actuellement dans le ménage ?",NA,NA,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","1","main","Child Protection","Prevalence - Separated child","% of households with at least one child (<18) not residing in the household, by reason and average number of separated girls and boys",469,"select_multiple l_prot_child_sep_reason","prot_child_sep_reason","What are the reason(s) for why your children/child are/is not living in the household?","Quelle(s) raison(s) explique(nt) le fait que vos enfants vivent ou ne vivent pas dans le ménage ?","DO NOT read the options out loud","Ne lisez PAS les options à haute voix.",NA,"TRUE","selected(${prot_child_sep}, 'yes')",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","1","main","Child Protection","Prevalence - Separated child","% of households with at least one child (<18) not residing in the household, by reason and average number of separated girls and boys",469,"text","other_prot_child_sep_reason","If other, please specify:","Si autre, merci de préciser :",NA,NA,NA,"TRUE","selected(${prot_child_sep_reason}, 'other')",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","1","main","Protection",NA,NA,NA,"end_group","child_protection","Child Protection","Protection de l'enfance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","2","main","ETC",NA,NA,NA,"begin_group","etc","Protection","Protection",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","2","main","ETC","Phone","% of households by type of phone they own",543,"select_multiple l_etc_access_to_phone","etc_access_to_phone","What type(s) of phone do members of your household own?","Quel(s) type(s) de téléphone(s) possèdent les membres de votre ménage ?",NA,NA,NA,"T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","2","main","ETC","Coverage","% households by network coverage category",552,"select_one l_etc_coverage_network_type","etc_coverage_network_type","Does at least one member of your household have network coverage to use the mobile phone most days?","Est-ce qu'au moins un membre de ménage a accès à de la couverture réseau pour utiliser le téléphone portable la plupart du temps?",NA,NA,NA,"T","not(selected(${etc_access_to_phone}, 'none') or selected(${etc_access_to_phone}, 'pnta') or selected(${etc_access_to_phone}, 'dnk'))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","2","main","ETC",NA,NA,NA,"end_group","etc","For example in your home, work, school, or other place where you spend a lot of time.","Par exemple dans votre maison, au travail, à l'école, ou dans d'autres endroits où vous passez beaucoup de temps.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","1","main",NA,NA,NA,NA,"end_group","consented","Consented Form","Formulaire consenti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","1","main",NA,NA,NA,NA,"begin_group","location","Location","Emplacement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","1","metadata",NA,NA,NA,NA,"gps","household_geopoint","Please take the GPS points [Remove depending on context and security clearance]","Veuillez prendre les points GPS [Supprimer en fonction du contexte et de l'autorisation de sécurité]",NA,NA,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","1","main",NA,NA,NA,NA,"end_group","location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","1","main",NA,NA,NA,NA,"note","final_note","Thank you for your participation. Would you like to say something else?","Merci de votre participation. Voulez-vous dire quelques chose d'autre?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","1","main",NA,NA,NA,NA,"text","final_text","Comment:","Commentaire :",NA,NA,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322",NA,NA,"AAP-ETC",NA,NA,NA,"select_one l_aap_received_assistance","aap_received_assistance","Time until the last assistance was received","Temps écoulé depuis la dernière assistance reçue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"main","add_received_assistance","humind"
"323",NA,NA,"AAP-ETC",NA,NA,NA,"select_one l_etc_access_to_phone_best","etc_access_to_phone_best","Access to phone, by best type accessed","Accès à un téléphone, par meilleur type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"main","add_access_to_phone_best","humind"
"324",NA,NA,"AAP-ETC",NA,NA,NA,"select_one l_etc_access_to_phone_coverage","etc_access_to_phone_coverage","Category of the access to phone and network coverage","Catégorie d'accès à un téléphone et à la couverture réseau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"main","etc_access_to_phone_coverage","humind"
"325",NA,NA,"Cash & markets",NA,NA,NA,"integer","cm_income_source_salaried_n_prop","Income source proportion: Salaried work","Proportion de source de revenus : Travail salarié",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"main","add_income_source_prop","humind"
"326",NA,NA,"Cash & markets",NA,NA,NA,"integer","cm_income_source_casual_n_prop","Income source proportion: Casual work","Proportion de source de revenus : Travail occasionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"main","add_income_source_prop","humind"
"327",NA,NA,"Cash & markets",NA,NA,NA,"integer","cm_income_source_own_business_n_prop","Income source proportion: Own business or regular trade","Proportion de source de revenus : Entreprise personnelle ou commerce régulier",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"main","add_income_source_prop","humind"
"328",NA,NA,"Cash & markets",NA,NA,NA,"integer","cm_income_source_own_production_n_prop","Income source proportion: Own production","Proportion de source de revenus : Production propre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"main","add_income_source_prop","humind"
"329",NA,NA,"Cash & markets",NA,NA,NA,"integer","cm_income_source_social_benefits_n_prop","Income source proportion: Government social benefits or assistance","Proportion de source de revenus : Prestations sociales ou assistance du gouvernement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"main","add_income_source_prop","humind"
"330",NA,NA,"Cash & markets",NA,NA,NA,"integer","cm_income_source_rent_n_prop","Income source proportion: Rent","Proportion de source de revenu : Loyers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"main","add_income_source_prop","humind"
"331",NA,NA,"Cash & markets",NA,NA,NA,"integer","cm_income_source_remittances_n_prop","Income source proportion: Remittances","Proportion de source de revenus : Envois de fonds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"main","add_income_source_prop","humind"
"332",NA,NA,"Cash & markets",NA,NA,NA,"integer","cm_income_source_assistance_n_prop","Income source proportion: Humanitarian assistance","Proportion de source de revenus : Aide humanitaire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"main","add_income_source_prop","humind"
"333",NA,NA,"Cash & markets",NA,NA,NA,"integer","cm_income_source_support_friends_n_prop","Income source proportion: Loans or support from family and friends","Proportion de source de revenus : Prêts ou soutien de la famille et des amis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"main","add_income_source_prop","humind"
"334",NA,NA,"Cash & markets",NA,NA,NA,"integer","cm_income_source_donation_n_prop","Income source proportion: Loans, support, or charitable donations from community members","Proportion de sources de revenus : Prêts, soutien ou dons caritatifs de la part de membres de la communauté",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"main","add_income_source_prop","humind"
"335",NA,NA,"Cash & markets",NA,NA,NA,"integer","cm_income_source_other_n_prop","Income source proportion: Other","Proportion de source de revenus : Autres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"main","add_income_source_prop","humind"
"336",NA,NA,"Cash & markets",NA,NA,NA,"integer","cm_income_total","Total income","Revenu total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"main","add_income_source_prop","humind"
"337",NA,NA,"Cash & markets",NA,NA,NA,"select_one l_cm_income_source_cat","cm_income_source_top1","Top 1 type of sources of income","Premier type de sources de revenus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"main","add_income_source_cat","humind"
"338",NA,NA,"Cash & markets",NA,NA,NA,"select_one l_cm_income_source_cat","cm_income_source_top2","Top 2 type of sources of income","Deuxième type de sources de revenus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"main","add_income_source_cat","humind"
"339",NA,NA,"Cash & markets",NA,NA,NA,"select_one l_cm_income_source_cat","cm_income_source_top3","Top 3 type of sources of income","Troisième type de sources de revenus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"main","add_income_source_cat","humind"
"340",NA,NA,"Demographics",NA,NA,NA,"select_one l_age_cat","resp_age_cat","Category of the age of the respondent","Catégorie d'âge du répondant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"main","add_age_cat","humind"
"341",NA,NA,"Demographics",NA,NA,NA,"select_one l_age_cat","hoh_age_cat","Category of the age of the head of household","Catégorie d'âge du chef de ménage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"main","add_age_cat","humind"
"342",NA,NA,"Demographics",NA,NA,NA,"select_one l_age_18_cat","hoh_age_18_cat","Category whether the head of household is above or below 18","Catégorie selon que le chef de ménage a plus ou moins de 18 ans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"main","add_age_18_cat","humind"
"343",NA,NA,"Demographics",NA,NA,NA,"select_one l_age_18_cat_d","hoh_age_18_cat_d","Category whether the head of household is above or below 18 - Binary","Catégorie indiquant si le chef de ménage a plus ou moins de 18 ans - Binaire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"main","add_age_18_cat","humind"
"344",NA,NA,"Demographics",NA,NA,NA,"select_one l_age_cat","ind_age_cat","Category of the age of the individual","Catégorie de l'âge de l'individu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"loop","add_age_cat","humind"
"345",NA,NA,"Demographics",NA,NA,NA,"select_one l_age_18_cat","ind_age_18_cat","Category whether the individual is above or below 18","Catégorie indiquant si l'individu a plus ou moins de 18 ans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"loop","add_age_18_cat","humind"
"346",NA,NA,"Demographics",NA,NA,NA,"select_one l_age_18_cat_d","ind_age_18_cat_d","Category whether the individual is above or below 18 - Binary","Catégorie si l'individu a plus ou moins de 18 ans - Binaire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"loop","add_age_18_cat","humind"
"347",NA,NA,"Education",NA,NA,NA,"integer","edu_ind_access_d","Individual attending school - Binary","Individu fréquentant l'école - Binaire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"loop","add_loop_edu_access_d","humind"
"348",NA,NA,"Education",NA,NA,NA,"integer","edu_ind_no_access_d","Individual not attending school - Binary","Individu ne fréquentant pas l'école - Binaire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"loop","add_loop_edu_access_d","humind"
"349",NA,NA,"Education",NA,NA,NA,"integer","edu_access_n","Number of individuals attending school","Nombre d'individus fréquentant l'école",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"main","add_loop_edu_access_d_to_main","humind"
"350",NA,NA,"Education",NA,NA,NA,"integer","edu_no_access_n","Number of individuals not attending school","Nombre d'individus ne fréquentant pas l'école",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"main","add_loop_edu_access_d_to_main","humind"
"351",NA,NA,"Education",NA,NA,NA,"integer","edu_ind_barrier_protection_d","Individual with a child protection barrier to access school - Binary","Individu avec une barrière d'accès à l'école liée à la protection de l'enfance - Binaire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"loop","add_loop_edu_barrier_protection_d","humind"
"352",NA,NA,"Education",NA,NA,NA,"integer","edu_barrier_protection_n","Number of individuals with a child protection barrier to access school","Nombre d'individus avec une barrière d'accès à l'école liée à la protection de l'enfance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"main","add_loop_edu_barrier_protection_d_to_main","humind"
"353",NA,NA,"Education",NA,NA,NA,"integer","edu_disrupted_teacher_d","Individual whose education was disrupted due to teacher's absence - Binary","Individu dont l'éducation a été perturbée du fait de l'absence d'enseignant - Binaire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"loop","add_loop_edu_disrupted_d","humind"
"354",NA,NA,"Education",NA,NA,NA,"integer","edu_disrupted_occupation_d","Individual whose education was disrupted due to the school being occupied by armed groups - Binary","Individu dont l'éducation a été perturbée parce que l'école est occupée par des groupes armés - Binaire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"loop","add_loop_edu_disrupted_d","humind"
"355",NA,NA,"Education",NA,NA,NA,"integer","edu_disrupted_hazards_d","Individual whose education was disrupted due to natural hazards - Binary","Individu dont l'éducation a été perturbée du fait de désastres naturels - Binaire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"loop","add_loop_edu_disrupted_d","humind"
"356",NA,NA,"Education",NA,NA,NA,"integer","edu_disrupted_displaced_d","Individual whose education was disrupted due to the school being occupied by displaced persons","Individu dont l'éducation a été perturbée parce que l'école est occupé par des personnes déplacées - Binaire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"loop","add_loop_edu_disrupted_d","humind"
"357",NA,NA,"Education",NA,NA,NA,"integer","edu_disrupted_teacher_n","Number of individuals whose education was disrupted due to teacher's absence","Nombre d'individus dont l'éducation a été perturbée du fait de l'absence d'enseignant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"main","add_loop_edu_disrupted_d_to_main","humind"
"358",NA,NA,"Education",NA,NA,NA,"integer","edu_disrupted_occupation_n","Number of individuals whose education was disrupted due to the school being occupied by armed groups","Nombre d'individus dont l'éducation a été perturbée parce que l'école est occupée par des groupes armés",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"main","add_loop_edu_disrupted_d_to_main","humind"
"359",NA,NA,"Education",NA,NA,NA,"integer","edu_disrupted_hazards_n","Number of individuals whose education was disrupted due to natural hazards","Nombre d'individus dont l'éducation a été perturbée du fait de désastres naturels",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"main","add_loop_edu_disrupted_d_to_main","humind"
"360",NA,NA,"Education",NA,NA,NA,"integer","edu_disrupted_displaced_n","Number of individuals whose education was disrupted due to the school being occupied by displaced persons - Binary","Nombre d'individus dont l'éducation a été perturbée parce que l'école est occupé par des personnes déplacées",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"main","add_loop_edu_disrupted_d_to_main","humind"
"361",NA,NA,"Education",NA,NA,NA,"integer","edu_ind_age_corrected","Education corrected age of the individual","Age de l'individu corrigé pour l'éducation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"loop","add_loop_edu_ind_age_corrected","humind"
"362",NA,NA,"Education",NA,NA,NA,"integer","edu_ind_schooling_age_d","Individual of schooling age - Binary","Individu en âge scolaire - Binaire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"loop","add_loop_edu_ind_age_corrected","humind"
"363",NA,NA,"Education",NA,NA,NA,"integer","edu_schooling_age_n","Number of individuals of schooling age","Nombre d'individus en âge scolaire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"main","add_loop_edu_ind_schooling_age_d_to_main","humind"
"364",NA,NA,"Health",NA,NA,NA,"select_one l_binary_1_0","health_ind_healthcare_needed_d","Individual that needed to access healthcare - Binary","Individu ayant besoin d'accéder à des soins de santé - Binaire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"loop","add_loop_healthcare_needed_cat","humind"
"365",NA,NA,"Health",NA,NA,NA,"select_one l_binary_1_0","health_ind_healthcare_received_d","Individual that received the needed healthcare - Binary","Individu ayant reçu les soins de santé nécessaires - Binaire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"loop","add_loop_healthcare_needed_cat","humind"
"366",NA,NA,"Health",NA,NA,NA,"select_one l_health_ind_healthcare_needed_cat","health_ind_healthcare_needed_cat","Category of healthcare needed and received","Catégorie de soins de santé nécessaires et reçus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"loop","add_loop_healthcare_needed_cat","humind"
"367",NA,NA,"Health",NA,NA,NA,"select_one l_binary_1_0","health_ind_healthcare_needed_no","Individual that did not need to access healthcare - Binary","Individu n'ayant pas eu besoin d'accéder à des soins de santé - Binaire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"loop","add_loop_healthcare_needed_cat","humind"
"368",NA,NA,"Health",NA,NA,NA,"select_one l_binary_1_0","health_ind_healthcare_needed_yes_unmet","Individual that needed to access healthcare and did not receive healthcare - Binary","Individu ayant eu besoin d'accéder à des soins de santé et n'ayant pas reçu de soins de santé - Binaire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"loop","add_loop_healthcare_needed_cat","humind"
"369",NA,NA,"Health",NA,NA,NA,"select_one l_binary_1_0","health_ind_healthcare_needed_yes_met","Individual that needed to access healthcare and received healthcare - Binary","Individu ayant eu besoin d'accéder à des soins de santé et ayant reçu des soins de santé - Binaire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"loop","add_loop_healthcare_needed_cat","humind"
"370",NA,NA,"Health",NA,NA,NA,"select_one l_binary_1_0","health_ind_healthcare_needed_no_wgq_dis","Individual with a disability  that did not need to access healthcare - Binary","Individu avec un handica  n'ayant pas eu besoin d'accéder à des soins de santé - Binaire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"loop","add_loop_healthcare_needed_cat","humind"
"371",NA,NA,"Health",NA,NA,NA,"select_one l_binary_1_0","health_ind_healthcare_needed_yes_unmet_wgq_dis","Individual with a disability that needed to access healthcare and did not receive healthcare - Binary","Individu avec un handicap ayant eu besoin d'accéder à des soins de santé et n'ayant pas reçu de soins de santé - Binaire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"loop","add_loop_healthcare_needed_cat","humind"
"372",NA,NA,"Health",NA,NA,NA,"select_one l_binary_1_0","health_ind_healthcare_needed_yes_met_wgq_dis","Individual with a disability that needed to access healthcare and received healthcare - Binary","Individu avec un handicap ayant eu besoin d'accéder à des soins de santé et ayant reçu des soins de santé - Binaire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"loop","add_loop_healthcare_needed_cat","humind"
"373",NA,NA,"Health",NA,NA,NA,"integer","health_ind_healthcare_needed_no_n","Number of individuals that did not need to access healthcare","Nombre de personnes qui n'ont pas eu besoin d'accéder aux soins de santé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"main","add_loop_healthcare_needed_cat_to_main","humind"
"374",NA,NA,"Health",NA,NA,NA,"integer","health_ind_healthcare_needed_yes_unmet_n","Number of individuals that needed to access healthcare and did not receive healthcare","Nombre de personnes ayant eu besoin d'accéder à des soins de santé et n'ayant pas reçu de soins de santé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"main","add_loop_healthcare_needed_cat_to_main","humind"
"375",NA,NA,"Health",NA,NA,NA,"integer","health_ind_healthcare_needed_yes_met_n","Number of individuals that needed to access healthcare and received healthcare","Nombre de personnes ayant eu besoin d'accéder à des soins de santé et ayant reçu des soins de santé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"main","add_loop_healthcare_needed_cat_to_main","humind"
"376",NA,NA,"Health",NA,NA,NA,"integer","health_ind_healthcare_needed_no_wgq_dis_n","Number of individuals with a disability  that did not need to access healthcare","Nombre de personnes qui n'ont pas eu besoin d'accéder aux soins de santé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"main","add_loop_healthcare_needed_cat_to_main","humind"
"377",NA,NA,"Health",NA,NA,NA,"integer","health_ind_healthcare_needed_yes_unmet_wgq_dis_n","Number of individuals with a disability  that needed to access healthcare and did not receive healthcare","Nombre de personnes ayant eu besoin d'accéder à des soins de santé et n'ayant pas reçu de soins de santé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"main","add_loop_healthcare_needed_cat_to_main","humind"
"378",NA,NA,"Health",NA,NA,NA,"integer","health_ind_healthcare_needed_yes_unmet_wgq_dis_n","Number of individuals with a disability that needed to access healthcare and received healthcare","Nombre de personnes ayant eu besoin d'accéder à des soins de santé et ayant reçu des soins de santé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"main","add_loop_healthcare_needed_cat_to_main","humind"
